"ID","Name","Description","Type","Parent Customer ID","Bill to Parent","Status","Website","Billing Batch","Payment Terms","Currency","Billing Cycle Day","Auto-Pay","Allow Customer to Disable Auto-Pay","Tax Exempt","Account Balance","Price Book ID","Gateway Name","Gateway Account Name","Payment Gateway ID","Billing Contact ID","Shipping Contact ID","ACH Credit Account Number","ACH Credit Routing Number","ACH Credit Bank Name","ACH Credit Swift Code","ACH Payment Enabled","Canadian Pre-Authorized Payment Enabled","ACH Credit Payment Enabled","Credit Card Payment Enabled","Affirm Payment Enabled","Payment Processing Fee Enabled","Portal Status","Last Invoice Date","Contracted MRR","Discounted CMRR","Contracted ARR","Discounted CARR","Print Enabled","Email Enabled","Integration Status","Integration Failed At","Integration Failed At Avalara","Integration Failed At Quickbooks","Created By","Updated By","Created Date","Updated Date","Implementation Budgeted Hours","Project Lead","Project Type","Target Project End Date","Implementation Hours Consumed to Date","Premium Support","Premium Support Hours","CSM","Use Case Notes","Data Cleanup Date","Implementation - Summary","Target Go Live Date","Actual Go Live Date","GL","Last Connect Date","Client Sentiment","Product Issues","Implementation - Lead","Implementation - Kickoff Date","Implementation - Running Notes","Customer Sentiment","Planned Integrations","Target Implementation End Date","Other Risk","PO Number","Date of non-renewal","Sales Rep","quickbooks_id","Renewal Notes","Customer Success - Notes","Implementation - T&M Start Date","Challenges and Opportunities","Stickiness Factor","salesforce_id","Database Location","avalara_entity_use_code","avalara_customer_code","business_identification_num","netsuite_id","Tier","Term Notes","Amount Remaining in Tier","Invoice Usage","Implementation - Project Health","Database ID","Tier Maximum Invoicing Value","Graduation Line Nearing?","Client Status"
"C-00048","SalesRabbit","","business","","","Active","","Default","Net 30","USD","27th Day Of The Month","No","Yes","No","90972.16","","Stripe","Stripe","cus_Hv32JhwfomYSCF","CT-00090","CT-00090","","","","","Yes","No","No","No","No","No","","2025-08-05","7375.00","7375.00","88500.00","88500.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-08-27 22:29:41 UTC","2025-07-30 16:13:57 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-07-08","1 Green","","Tracy Henriques","2020-08-28","","Satisfied","","","Chris CFO and product champion is leaving","","","Renewal","133","","Oct 25, 2022: Met Chris over a QBR and discussed the following- 1. Moving to Netsuite from QBO in the next 12 months or so 2. Estimated billing up upwards of $30M by end of Q4 2022 (tier adjustment will be done based on tiers mentioned in the contract) 3. Deferred Revenue Waterfall could be improved to eliminate future invoices (maybe through a toggle) - New reporting framework","","Expansion: Implemented Express Checkout setup","","","US","","C-00048","","","Tier 3","","8146984.54","11853015.46","Green","193","20000000.00","","Live - Support"
"C-00049","Fresh Technology","","business","","","Active","","Default","Net 10","USD","5th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_I6vhvfsISGwCiR","CT-00093","CT-00093","","","","","Yes","No","No","No","No","No","","2024-09-17","2750.00","2750.00","33000.00","33000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-16 16:10:42 UTC","2025-07-30 16:13:57 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-07-08","1 Green","Incorrect cancellation date - https://ordwaylabs.zendesk.com/agent/tickets/17521","Tracy Henriques","2020-10-05","","Satisfaction Risk","","","Unhappy with Card Connect payment related issues.","","","Renewal","142","","2/16/23 - A few product and training issues. We will bucket their issues and come up with gameplans for each and will update them on 2/18. we will walk them through sub change via imports (using change effective date instead of charge start dates) and need to follow up with 2 tickets (1 related to MRR issues due to bad import sub changes) and the other due to customers where a large negative invoice and RSL is created (cannot figure out why). 9/22/21 - CardConnect AVS fraud high incidents and fees ($9K in Aug '21). Based on CardConnect, FT believes caused by rapid daily retry rules. Relaxed rules (Every 3 days x 5 retries). Todd Metheny negotiating lowering AVS fees with CardConnect.","","Meet with them monthly for reporting queries.","","","","","C-00049","","","Tier 2","","3425235.79","6574764.21","Green","216","10000000.00","","Live - Support"
"C-00050","Kiswe","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_I7hI6EvEXXmDtu","CT-00095","CT-00095","","","","","Yes","No","No","No","No","No","","2021-10-06","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-17 21:18:22 UTC","2025-07-30 16:13:58 UTC","0","","","","0","No","0","","","","","","2020-12-03","QBO","","","","","2020-10-05","","","","","","","Customer Not A Good Fit","Renewal","143","","","","","","","US","","C-00050","","","Tier 1","","4124612.50","875387.50","Green","222","5000000.00","","Churned"
"C-00051","Cielo24","","business","","","Active","","Default","Net 10","USD","28th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_Sl5mnyXUnmPpfU","CT-00096","CT-00096","","","","","Yes","No","No","No","No","No","","2025-05-29","3616.67","3616.67","43400.00","43400.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-19 15:31:38 UTC","2025-07-30 16:13:58 UTC","0","Vijay","None","2025-02-01","0","No","0","","","","","","","QBO","2023-12-01","2 Yellow","","Tracy Henriques","2020-09-28","","Satisfaction Risk","","2021-08-13","","","","Renewal","144","Can keep them on quarterly billing for a 3 year contract (instead of quarterly)","Cielo is using the Hubspot integration but only to sync subscription data (CMRR, Account Balance) back to HS. We agreed to not charge them for this integration with the current setup. If they move to use the HS > Ordway integration for new business in the future, we would reassess.","","The lambda is pretty stable and cara has a good SOP for the billing items.

Custom Webhooks enabled in production","","","US","","C-00051","","","Tier 1","","2937802.02","2062197.98","Green","217","5000000.00","","Live - Support"
"C-00052","Modern Treasury","","business","","","Active","","Default","Due on Receipt","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00097","CT-00097","","","","","Yes","No","No","No","No","No","","2024-10-02","4400.00","2000.00","52800.00","24000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-22 16:43:11 UTC","2025-07-30 16:13:58 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2023-12-01","2 Yellow","","Max Rosenberg","2020-09-25","Sam is not sure about Revenue Recognition or taxes but is reaching out internally to determine requirements","Satisfaction Risk","","","New team member","","","Renewal","145","Asking for decrease in platform costs. Proposing a 3 year renewal","QBR - Dec 7 2022 Notes: 1. Customer not satisfied with how tickets were handled. They are using many manual processes to bypass product limitations. 2. They have usages sent in batches since Ordway cannot process it differently, they would like us to have that enhancement in place so that their tech team's involvement minimizes 3. Renewal piece where the renewal amount doesn't match with what it's supposed to be 4. They also reached out about Avalara taxes for localities in Texas, something that Ordway does not support. But we were not able to share that information appropriately and the client was frustrated 5. There's also activity reporting that they expect from Ordway. Currently, they have to pull multiple reports - invoices, payments, etc and combine them manually. They would like to have it all on one report and show that through aging.","","CS Not using revenue yet","","","US","","C-00052","","","Tier 1","","2484989.63","2515010.37","Green","215","5000000.00","","Live - Support"
"C-00053","Orum.io","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_I7kRPgqez1ddQX","CT-00098","CT-00098","","","","","Yes","No","No","No","No","No","","2022-02-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-24 21:36:58 UTC","2025-07-30 16:13:59 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","","Renewal","146","","","","","","","US","","C-00053","","","Tier 1","","4999000.00","1000.00","Green","221","5000000.00","","Churned before go live"
"C-00054","GTI Futures Ltd","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00100","CT-00100","","","","","Yes","No","No","No","No","No","","2024-09-30","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-30 21:24:54 UTC","2025-07-30 16:13:59 UTC","0","","None","","0","No","0","","","","","","","Xero","2023-12-06","2 Yellow","REPORTING  - Requested for analytics training. CS working with their team on this","Matt Davison","2021-01-01","They are satisfied but not integrated with either their CRM (Zoho) nor with their GL (Xero). They have not fully leveraged all aspects of A/R and want to see improvements there. We are working on all of these in customer success on multiple sub projects now to get them stickier.
none","Satisfied but with Handholding","","","Generally averse to increased tier pricing during renewals even though tier has been breached","","","Renewal","148","Meeting in July for Renewal discussion","11/21/2022: Max/Aberna met with James for a review and below is the summary. Goals:Accounts Receivable Automation 1.1 During month end looking to send statements to all customers in one click rather than manually sending out from individual customers- Can be sent from statements page by applying filters. 1.2 Looking to send a follow up in a week after the first invoice is sent as customers sometimes fail to receive invoices. 1.3 Looking forward to having workflow automation around dunning emails sent and custom fields of Invoice Object updated- GTI to provide more details on the table with details in next call. Reporting Ordway -> Power BI Revisit Looker Xero Integration To be discussed in follow upFX rates currently have flat fixed rates looking forward to changing it- to be discussed with Kaitlin on the follow up call. Stripe Integration Ordway can help in setting up Stripe in the future. Products and Features interested in from the Roadmap:Analytics,Stripe Integration,Xero Integration,Ordway Connect Integration. 9/21/2022: Max/Sameer met with James to talk about the renewal. They have had some issues pop up so we agreed to renew this year at their contracted Tier 1 pricing even though they moved to Tier 2. It will be a 1 time discount and we should try to renew next year at the Tier 2 amount (assuming they are still in Tier 2). 3/16/2022: Had some questions as to what was going on with their pain points given product issues (mostly tied back to the Sub JE issue). Have a follow up on 3/22/2022 to ensure we're addressing their process related pain points and can begin working through best practices for their use case","","WORKFLOW Helping their team with workflow requirements, Vijay is helping with instructions as they want to own the workflows","","","US","","C-00054","","","Tier 3","","9081888.08","10918111.92","Green","223, 301","20000000.00","","Churning"
"C-00055","Total Child Health, Inc.","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","No","No","0.00","","Stripe","Stripe","cus_IFJe5csbsN7jvL","CT-00102","CT-00102","","","","","Yes","No","No","No","No","No","","2023-08-02","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-09-30 21:30:42 UTC","2025-07-30 16:14:00 UTC","0","","None","","0","No","0","","","","","","","QBO","","","","","2020-11-01","","Satisfied","","","Client tried not paying last invoice and is cutting costs","","","Renewal","149","","","","","","","US","","C-00055","","","Tier 1","","5000000.00","0.00","Yellow","","5000000.00","","Churned"
"C-00056","Schoox","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","-22387.20","","Stripe","Stripe","","CT-00113","CT-00113","","","","","Yes","No","No","No","No","No","","2025-06-24","5875.00","5875.00","70500.00","70500.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-11-10 16:42:42 UTC","2025-07-30 16:14:00 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-03-26","1 Green","","Max Rosenberg","2020-12-14","","Satisfied","","","","","","Renewal","217","","Oct 27, 2022: - They do not send out large invoices (channel partners) from the Ordway portal. So that is already deducted from their total transactions. - They have moved to the $16-$25M tier now 1. Customers are seeing a payment module view in the customer portal Action Item: Could you please share a screenshot of this for reference and let us know what your expectations are with the fix? 2. You've been having issues with the usage upload and billing runs in the past few months, kindly let us know if this re-occurs this coming month Usages were uploaded at one time and it showed up as being processed but indeed later it was found that it was not processed (Ticket #8003) 3. Max has already shared the renewal quote in a separate email 5/19/22 - Tracy forwarded an email to MaxR ""Fwd: Schoox Customer Portal"" indicating that we will not count a handful of customers' invoice total towards their renewal term. 9/3/21 - Customer (Whitney) requested moving Ordway contract to Schoox not VCFO, which she claims was their oversight when they signed the SO. Rob advised customer to complete an Assignment of Service agreement with VCFO, stipulating that Schoox has all rights to the Ordway Service/agreement, for Ordway to sign. Good news is that Ordway Service Order has allowances for this, assuming we have the Assignment of Service agreement in place (above).","","Still manually entering data into Ordway","","","US","","C-00056","","","Custom","<ul>
	<li>TH - Need to exlude the 3 or so invoices that account for upwards of $5M per year. Would recommend finding out what those customers are and excluding them from the overage invoice calculation.</li>
</ul>","14103973.94","5896026.06","Green","252","20000000.00","","Live - Support"
"C-00059","Tidelift","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00114","CT-00114","","","","","Yes","No","No","No","No","No","","2024-03-31","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-11-11 19:15:20 UTC","2025-07-30 16:14:01 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-03-10","2 Yellow","","Max Rosenberg","2020-11-20","","Satisfied","","","","","","Renewal","218","","","","They got acquired and seem to be churning. we offered a 3 month extension and hope to get ordway a seat at the table with sonar.

Moving to Stripe Billing","","","US","","C-00059","","","Custom","","5768880.24","1231119.76","Green","241","7000000.00","","Churning"
"C-00057","Paubox, Inc.","","business","","","Active","","Default","Net 30","USD","14th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_IWpqxd1e3U5Nww","CT-00120","CT-00120","","","","","Yes","No","No","No","No","No","","2025-03-02","4112.50","4112.50","49350.00","49350.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-12-06 13:24:28 UTC","2025-07-30 16:14:01 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","REPORTING 

https://ordwaylabs.zendesk.com/agent/tickets/18376 - AR Report mismatch this should be resolved but we need to validate","Tracy Henriques","2020-12-14","","Satisfied","","","","","","Renewal","221","","KN 8/19: Reached out to Evan to determine if he'd be willing to serve as a reference for Nylas; Nylas looking for SFDC/Ordway connector users Oct 12 2022 - Met with Evan. He seemed satisfied with the product. Discussed the following items: 1. We will get back to you about the revised tier adjustment shortly 2. I have informed the support team to close the tickets you mentioned. Kindly update the other pending tickets with your feedback/ comments. 3. I have sent across the QBR for Jan 2023","","","","","US","","C-00057","","","Tier 1","","6766060.97","3233939.03","Yellow","249","10000000.00","","Live - Support"
"C-00058","CoderPad","","business","","","Active","","Default","Net 10","USD","4th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_IaH0BPQz5YGKy2","CT-00122","CT-00122","","","","","Yes","No","No","No","No","No","","2023-08-12","3525.00","3525.00","42300.00","42300.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-12-16 18:32:34 UTC","2025-07-30 16:14:01 UTC","0","TBD","Upcoming Project","","0","No","0","","","","","","","QBO","2023-09-15","1 Green","PRODUCT
e-invoicing for their French entity - Need confirmation on how to solve this with 3rd party tool since Vinod left and he was leading the conversation with Brian.","Tracy Henriques","2020-12-18","","Satisfied","","","","","","Renewal","222","","Nov 14, 2022: The client wants to use Ordway for their EMEA business as well and have a separate entity setup for Intacct as well. This was confirmed can be done by Kaitlin who was on call. They are still working on setting it up for US entity as of now and once done they will like to set it up for EMEA as well. 1. Ordway can surely be used for your EMEA business and managed through a different entity. The same would apply to the Intacct integration. 2. Billie, you mentioned once you have the US Intacct integration up and running you'd like the EMEA setup to be done similarly 3. Please let us know once you are ready to finalize the US entity integration and we can set up a call to go through the same 4. Additionally here is the article on manually managing taxes on Ordway: https://ordwaylabs.zendesk.com/hc/en-us/articles/360047523731-Manage-Taxes (Please note the following on the article: Ensure that the State Name is consistent on the Customer Record, Subscriptions, etc. as it is on the Tax. e.g We cannot write out ""California"" in the Customer Record or Subscription and then use ""CA' in the Tax setup) 5. Issue of customers not syncing from Sage Intacct to Ordway - Was solved on call. Pavel discovered that the Mapping was off on Ordway. Once that was switched on it was discovered some new customers were not mapped. Billie will update this. Kaitlin had no idea why the mapping was switched off when previously as per Billie it was working.","","CS Planning implementation of French entity - reporting req needs to be ironed out.

With Vinod gone, need someone to own the e-inv piece from Ordway","","","US","","C-00058","","","Tier 2","","7175740.26","2824259.74","Green","254","10000000.00","","Live - Support"
"C-00060","AviationManuals","Formerly AviationManuals","business","","","Active","","Default","Net 10","USD","4th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_IcXgsX3v64QTJN","CT-00123","CT-00123","","","","","Yes","No","No","No","No","No","","2025-01-25","3300.00","3300.00","39600.00","39600.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-12-16 18:40:40 UTC","2025-07-30 16:14:02 UTC","0","","None","","0","No","0","","","","","","","QBO","","2 Yellow","REPORTING 

They need to be able to get aggregates for each group (like in classic) this feature is not supported by Looker + MRR Movement report issues","Sameer Gulati","2020-12-23","No-Fee Change Order to extend Project Schedule to March 5 in order to help AM close Feb book.","Satisfaction Risk","","","Jessica has been frustrated with certain aspects of Ordway","","","Renewal","223","","1/20/23 - Customer is very frustrated with the support team and they have a renewal process that doesn't work well with Ordway. They said they are actively looking for a new billing solution.","","Renewal of subs is manual. They reach out for invoice fixes when the template breaks","","","US","","C-00060","","","Tier 1","","7960841.24","2039158.76","Green","255","10000000.00","","Live - Support"
"C-00062","Alloy","","business","","","Active","","Default","Net 45","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00125","CT-00125","","","","","Yes","No","No","No","No","No","","2025-01-15","12100.00","6600.00","145200.00","79200.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-12-28 23:31:39 UTC","2025-07-30 16:14:02 UTC","0","Sneha","Upcoming Project","","0","No","0","","","","","","","NetSuite","2023-03-10","1 Green","PRODUCT: 

REPORTING
They have not fully moved to analytics because on the classic reports building a custom report is easier. Upon selecting the object on the new custom report the fields associated with the object get pre-selected and displayed. Whereas on the analytics when creating a custom report the user has to select the various dimensions manually, none of the fields get displayed automatically. In cases where the users are not aware of exactly which fields are present under which dimension it comes very complicated process.  

PRODUCT ENHANCEMENTS 
1. Revenue recognition for FMV: Set up a call next week to walk through the exact requirements. This is not an immediate need but a long-term one so revenue can be used. There is an implementation product that is provided for free but would like to recognize an amount for that over a period of time.
2. Netsuite/ QBO payments: Non-Stripe payments recorded on NS (direct deposits, check payments etc.) are not mapped back to Ordway. Are we planning to implement this soon for the others, NS and QBO? If not, what is the suggested solution to reduce manual updates from the client’s end? We will discuss this on the call with our product manager next week","Theresa Hall","2021-06-25","Live as of December, loving the product and appreciate the support that we're giving them to firm up their company as they scale.","Satisfied","","2021-09-01","Leigh (main contact) has left Alloy","","","Renewal","225","","11/28 Client is still not fully confident in usage processing, and had 1 BS/RS mismatch (11/4/22). We need to get them confident as they are at $48M of transactions over the last 12 months, putting them in Tier 6 (they are currently in Tier 2, so a big price increase is much more difficult if the client isn't very happy).","","Remind Alloy that we want to partner with them to build out FMV for them - Done they asked SG to forward email. 

Meeting them monthly.","","","US","","C-00062","","","Tier 2","","-117916.91","10117916.91","Green","294","10000000.00","","Live - Support"
"C-00061","Finiato Inc./ Corpaxe","","business","","","Active","","Default","Net 10","USD","11th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00126","CT-00126","","","","","Yes","No","No","No","No","No","","2025-07-11","3300.00","3300.00","39600.00","39600.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2020-12-29 15:39:30 UTC","2025-07-30 16:14:03 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-12-20","1 Green","","","2021-01-08","","Satisfied","","","","","","Renewal","226","","21-Oct-2022 (Max, Aberna)- Product queries Followup Queries: 1. Invoices sent out of Ordway end up in Customer's Spam folder send DKIM & SPF setup articles for review 2. Avalara Integration to be revisited in Q1 of 2023. 3. SSO feature- I will request this to be added in the feature request and will update you once there is a roadmap for this. Renewal queries Not using support- 100% discount on support fee Add new tier to accommodate their invoice numbers as 20M is not in their forecast.","","","","","US","","C-00061","","","Tier 1","","8476673.88","3523326.12","Green","290","12000000.00","","Live - Support"
"C-00063","Otto Car Ltd","","business","","","Active","","Default","Net 10","USD","14th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00128","CT-00128","","","","","Yes","No","No","No","No","No","","2025-06-14","8800.00","8800.00","105600.00","105600.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-01-04 18:33:39 UTC","2025-07-30 16:14:03 UTC","0","","None","","0","No","0","","","","","","","Intacct","2024-03-15","1 Green","PRODUCT 
Need a bulk refund functionality - Sharon mentioned this was discussed with SG earlier","Neil Pritchard","2021-04-18","Have been live on Ordway since April of '21 with all new Orders. Currently in the throes of the migration of their existing subscriptions which is heavily reliant on the Ordway team. Kicked off 2 new use cases as of Dec '21 that will further increase their reliance on Ordway 1. Expansion of existing set up to include reporting metrics into recent funding 2. Expansion of business in the Europe (specifically France) will expand their footprint into multi-entity
VAT reporting, Collections process","Satisfied but with Handholding","","","","","","Renewal","261","","8/28/23 - Neil is no longer meeting with them every month.","","To date they require ad hoc in depth support. Training them on reports.

Subbu shared guidance on optimising API response times. They are working on implementing it","","","US","","C-00063","","","Tier 4","","23635785.57","11364214.43","Green","291","35000000.00","","Live - Support"
"C-00064","AspireIQ, Inc.","","business","","","Active","","dunning customers","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00141","CT-00141","","","","","Yes","No","No","No","No","No","","2024-10-19","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-01-31 19:13:15 UTC","2025-07-30 16:14:03 UTC","0","Sneha / SG","","","0","No","0","","","","","","","QBO","2024-03-05","3 Orange","Will need to work with their team to fix this: We can have creator fees income account not mapped to qbo so that JE fails each time?","Matt Davison","2021-05-05","","Satisfied but with Handholding","","2021-07-31","New team taken over ops. Their new Controller, Leon (who replaced John; Ksenia has also left) was a Netsuite user and he thinks they are better off moving away from Ordway and QBO and into Netsuite.","","","Renewal","264","","3/17/2022: postponed QBR until we can get to a steady state with their use case. Still running into a lot of issues with the product (mostly data related)","","DEFERRED REVENUE: They have a lot of DR variances that need to be addressed.

Their concerns:

1. Cost - They are in cost-cutting mode and last year we gave them a large discount but he is concerned this renewal they won’t be able to continue if we remove the discount. He says Netsuite is better than QBO and thinks it will be almost the same price if not cheaper to get out of QBO + Ordway and move fully to Netsuite.

2. The manual syncing of revenue from Ordway to QBO that takes a lot of effort. They do not have the Rev JE sync enabled from Ord to QBO because revenue on Ordway is incorrect. One of the products - Creator Fees - They do not want to show revenue for this but it shows up on rev rec on Ord which is why they modify revenue manually every month before moving it from Ordway to QBO.","","","US","","C-00064","","","Tier 3","","-36933174.96","56933174.96","Yellow","297","20000000.00","","Churning"
"C-00065","Levno","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00146","CT-00146","","","","","Yes","No","No","No","No","No","","2024-08-02","2200.00","2200.00","26400.00","26400.00","Yes","Yes","failed","2025-08-07 15:14:11 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-02-10 20:02:07 UTC","2025-07-30 16:14:04 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2024-03-05","1 Green","","Matt Davison","2021-05-17","With upcoming renewal, the Levno COO has recently become involved to understand if there are ways to improve their processes that are more compatible with Ordway's automation. Max, Theresa and Matt are compiling suggestions/best practices to alleviate some of Levno's billing and data issues. 2/24/22 - starting a sub project to update the existing plans and subs to allow for easier changes and remove advanced billing.","Satisfied but with Handholding","","2021-08-13","CFO tried to get out of 2 year contract","","","Renewal","275","","Nov 1 2022- Aberna / Matt/ Shauna/ Megan- Green sentiment. 1. Deferred revenue waterfall report always ends up on a blank page.2. Looking to move to the Annual Billing model next quarter.3. Considering multi entity functionality with multi currency ( Need confirmation on how the currency rolls up to parent account) Below are the features you are interested in from the product road map.AnalyticsConnect integrationImprovements in payment functionality. Levno's first month of fully live billing in September was very challenging, with many issues being surfaced and days of escalations. Having invested thereafter in training to prevent user errors (which played a part in the September billing run issues), as well as a dry run of October billing, we had planned on the October billing run being smoother. However a combination of API based issues (from backdating charges) and our workflow creating duplicate lines (still pending RC), the October billing run was problematic, but was resolved by Day 5. We are meeting them on the week of 11/8 to talk about monitoring controls and spot checks to ensure a smooth run for November billing. We will plan on a transition to support by early December.","","Created a new entity","","","","","C-00065","","","Tier 1","","4321371.43","678628.57","Green","300","5000000.00","","Live - Support"
"C-00066","Volumental","-","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00149","CT-00149","","","","","Yes","No","No","No","No","No","","2025-07-02","3300.00","3300.00","39600.00","39600.00","Yes","Yes","failed","2025-07-30 15:55:17 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-02-21 12:26:36 UTC","2025-07-30 16:14:04 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2024-03-21","1 Green","","Theresa Hall","2021-03-10","Went live in June with existing business, proved to have some difficulities with Swedish specific Account Software but have advised them to look into building an API integration to automate the process. Already looking to expand their business with the help of Ordway, they're targeting a new product go live in early '22 but have began building out the API integration to support the usage based model.","Satisfied","","2021-07-02","","","","Renewal","276","","3/9/2022: Overall they are extremely happy with the product, it has allowed their company to scale and they're looking forward to expanding on the platform into usage based billing as well as their recurring billing. Few things to note: they did not realize the implications to having their original tenant in USD instead of SEK, and it has created a huge issue in their financials, currently working through a migration activity into another instance that will be in SEK.","","","","","EU","","C-00066","","","Tier 2","","-3395851.06","8395851.06","Green","12","5000000.00","","Live - Support"
"C-00067","GAN Integrity","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00150","CT-00150","","","","","Yes","No","No","No","No","No","","2023-05-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-02-21 12:26:54 UTC","2025-07-30 16:14:04 UTC","0","","None","","0","No","0","","","","","","2022-01-03","NetSuite","","2 Yellow","","Matt Davison","2021-04-07","GAN is live with billing enterprise contracts from Ordway in both of their entities. Self-service is no longer a component of their business offerings, so will be helpful if we can get them integrated with Salesforce for their enterprise contracts to create more stickiness.","Satisfaction Risk","","2022-01-03","","","","Renewal","277","","9/21/22 - Their main user, Joy is leaving soon. We should reach out to start building the relationship and help with their new users.","","SG working with GAN to close books monthly","","","EU","","C-00067","","","Custom","","10716089.43","4283910.57","Green","68, 69","15000000.00","","Churning"
"C-00068","Convious","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00153","CT-00153","","","","","Yes","No","No","No","No","No","","2022-06-01","0.00","0.00","0.00","0.00","Yes","Yes","failed","2025-07-30 15:55:19 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-02-25 23:45:39 UTC","2025-07-30 16:14:05 UTC","0","","","","0","No","0","","","","","","","","","","","","","","","","","","","","Renewal","278","","","","","","","EU","","C-00068","","","Custom","","6249120.77","1250879.23","Green","13","7500000.00","","Churned before go live"
"C-00069","Interos","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00154","CT-00154","","","","","Yes","No","No","No","No","No","","2022-04-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-02-28 17:25:41 UTC","2025-07-30 16:14:05 UTC","0","","","","0","No","0","","","","","","2021-07-01","NetSuite","","","","Nicholas Caligaris","2021-04-01","","","","","","","2023-03-31 Customer Not A Good Fit","Renewal","279","","","","","","","US","","C-00069","","","Tier 3","","19464013.15","535986.85","Green","305","20000000.00","","Churned"
